"","state","state_po","state_fips","county_fips","county_name","swingrep","swingages_20_29","swingages_30_44","swingages_45_64","swingages_65_plus","swingmale","swingwhite","swingturnout","unemp","urbanrural","swingincome","swingeduc"
"14","ALABAMA","AL",1,27,"clay",0.0687614935527333,0.0074349082715992,-0.0134126286728816,-0.0121853845669995,0.0181631049682819,0.00119060150654893,-0.00630347930778319,-0.032306537451153,0.0703265306122449,0,0.0978010548993388,0.221088220459849
"15","ALABAMA","AL",1,29,"cleburne",0.0380988030344345,-0.000219089090206126,-0.0146336520032166,-0.00338701117342205,0.0182397522668448,1.5672953595669e-05,-0.00314441265282239,0.0219022232984208,0.0667755102040816,0,0.12052095729208,0.370143071618868
"16","ALABAMA","AL",1,31,"coffee",0.0226029005640759,-0.0137647524795831,-0.00647102571111635,0.00137761600951464,0.0188581621811849,-0.00129871101091328,-0.00964208135502109,0.0239244369586035,0.0641224489795918,0,0.100197502016746,-0.0214769982394493
"17","ALABAMA","AL",1,33,"colbert",0.0761876589512747,0.00341243412784709,-0.0084610085312766,-0.010367835239069,0.0154164096424986,0.00475884904672219,-0.00406309347915035,0.0247156787748428,0.0791428571428571,1,0.0861286838450856,0.00014053949179752
"18","ALABAMA","AL",1,35,"conecuh",0.029615675822618,0.00837107411456897,-0.0137593747925931,-0.0172836767700761,0.0226719774481002,0.0017902491677525,-0.0163830067802412,-0.0178903965794889,0.0981020408163265,0,0.127369359994053,0.184097848991738
"19","ALABAMA","AL",1,37,"coosa",0.0650870812149467,-0.00234534460394634,-0.0297200035901735,0.00164162869030315,0.0304237195038167,0.00850548783939964,0.00273843212560088,0.0188875385137492,0.0775510204081633,0,0.138178607079782,0.0508642030977516
"20","ALABAMA","AL",1,39,"covington",0.0443296650515684,-0.000909256175720963,-0.00605701728836627,-0.00818063610683817,0.0151469095709254,0.00435788632652662,-0.00637116685944483,0.0173888130180967,0.0753061224489796,0,0.0901994796183868,0.0925076006075265
"21","ALABAMA","AL",1,41,"crenshaw",0.0453004536914811,0.0070493539105218,-0.0112882916493087,-0.0153275489420486,0.0195664866808355,0.003376262182757,-0.00234167128954776,-0.00888802005396871,0.0670204081632653,0,0.150149557900273,0.279699330267484
"22","ALABAMA","AL",1,43,"cullman",0.0294430203666525,-0.000828649763447542,-0.00422215215396329,-0.0106438490554462,0.015694650972857,0.0034674633751956,-0.0033440245641807,0.0286296205183485,0.0584285714285714,0,0.104357298474946,0.145774342218319
"23","ALABAMA","AL",1,45,"dale",0.0301017696065488,-0.0105809159866105,-0.00530688653078065,-0.00431039410779183,0.020198196625183,0.000693592453919534,-0.0133262402183709,0.0064134960217016,0.0673265306122449,0,0.0330839268006851,0.0461066371078939
"24","ALABAMA","AL",1,47,"dallas",0.0079563955266746,-0.00218293609324846,-0.00463588509190033,-0.0157684829345647,0.0225873041197135,0.00203371142377828,-0.0129221990471887,-0.052888574655314,0.107142857142857,0,0.100511367562712,0.0882507066623641
"25","ALABAMA","AL",1,49,"dekalb",0.0606392467516023,0.00020845564359423,-0.0208231280788166,-0.000671350727309394,0.0212860231625317,0.00291982019645964,8.57064190551426e-05,0.0334326281898037,0.0676122448979592,0,0.109277198211624,0.216800696029498
"26","ALABAMA","AL",1,51,"elmore",0.00181951488729404,0.00235734004628391,-0.013359864787826,-0.00520686212863786,0.0162093868701799,0.00357648693724694,-0.00897451733903532,-0.00377087781555296,0.0549591836734694,1,0.0749272279444693,0.0723180917661656
"27","ALABAMA","AL",1,53,"escambia",0.0446608362182076,0.00235552819239776,-0.00995785735048044,-0.00881909959696786,0.0164214287550505,-0.00105223759495032,-0.00769831307042035,0.00244915564349679,0.0766530612244898,0,0.058036181114713,0.0151015278587743
